accepted_name,family,broader,establishment_means,park_list,voucher_exists,iNat_RG_record_exists
Boronia floribunda,Rutaceae,3.dicot,native,1,1,1
Boronia ledifolia,Rutaceae,3.dicot,native,1,1,1
Boronia parviflora,Rutaceae,3.dicot,native,,1,
Boronia pinnata,Rutaceae,3.dicot,native,1,1,1
Boronia serrulata,Rutaceae,3.dicot,native,1,1,1
Boronia thujona,Rutaceae,3.dicot,native,1,1,1
Correa alba ,Rutaceae,3.dicot,native,,,
Correa reflexa,Rutaceae,3.dicot,native,1,1,1
Crowea saligna,Rutaceae,3.dicot,native,1,1,1
Cyanothamnus rigens,Rutaceae,3.dicot,native,1,,1
Eriostemon australasius,Rutaceae,3.dicot,native,1,1,1
Leionema dentatum,Rutaceae,3.dicot,native,1,1,1
Leionema diosmeum,Rutaceae,3.dicot,native,1,1,1
Melicope micrococca,Rutaceae,3.dicot,native,,1,
Nematolepis squamea,Rutaceae,3.dicot,native,1,1,1
Phebalium squamulosum,Rutaceae,3.dicot,native,1,1,1
Philotheca buxifolia,Rutaceae,3.dicot,native,1,1,1
Philotheca hispidula,Rutaceae,3.dicot,native,,1,
Philotheca reichenbachii,Rutaceae,3.dicot,native,1,1,1
Philotheca salsolifolia,Rutaceae,3.dicot,native,1,1,1
Philotheca scabra,Rutaceae,3.dicot,native,1,1,1
Zieria compacta,Rutaceae,3.dicot,native,1,,1
Zieria laevigata,Rutaceae,3.dicot,native,1,1,1
Zieria pilosa,Rutaceae,3.dicot,native,1,1,1
Zieria smithii,Rutaceae,3.dicot,native,1,1,1
Populus alba,Salicaceae,3.dicot,introduced,1,,1
Scolopia braunii,Salicaceae,3.dicot,native,1,,1
Choretrum candollei,Santalaceae,3.dicot,native,1,,1
Exocarpos cupressiformis,Santalaceae,3.dicot,native,,1,
Exocarpos strictus,Santalaceae,3.dicot,native,,,
Korthalsella rubra ,Santalaceae,3.dicot,native,,,
Leptomeria acida,Santalaceae,3.dicot,native,1,1,1
Notothixos subaureus,Santalaceae,3.dicot,native,1,,1
Omphacomeria acerba,Santalaceae,3.dicot,native,,1,
Santalum obtusifolium,Santalaceae,3.dicot,native,1,1,1
Alectryon subcinereus,Sapindaceae,3.dicot,native,1,,1
Cupaniopsis anacardioides,Sapindaceae,3.dicot,native,1,1,1
Diploglottis australis,Sapindaceae,3.dicot,native,1,1,1
Dodonaea camfieldii,Sapindaceae,3.dicot,native,1,,1
Dodonaea triquetra,Sapindaceae,3.dicot,native,1,1,1
Dodonaea viscosa,Sapindaceae,3.dicot,native,,,
Guioa semiglauca,Sapindaceae,3.dicot,native,1,,1
Planchonella australis,Sapotaceae,3.dicot,native,1,1,1
Euphrasia collina,Scrophulariaceae,3.dicot,native,1,,1
Myoporum acuminatum,Scrophulariaceae,3.dicot,native,1,,1
Myoporum boninense ,Scrophulariaceae,3.dicot,native,,,
Cestrum aurantiacum,Solanaceae,3.dicot,native,,,
Cestrum nocturnum,Solanaceae,3.dicot,introduced,1,,
Cestrum parqui,Solanaceae,3.dicot,introduced,1,1,1
Datura stramonium,Solanaceae,3.dicot,introduced,,1,
Duboisia myoporoides,Solanaceae,3.dicot,native,1,1,1
Lycium ferocissimum,Solanaceae,3.dicot,introduced,,,
Nicotiana forsteri,Solanaceae,3.dicot,native,1,,1
Physalis peruviana,Solanaceae,3.dicot,introduced,1,,1
Solanum americanum,Solanaceae,3.dicot,introduced,,,
Solanum aviculare,Solanaceae,3.dicot,native,,,
Solanum betaceum ,Solanaceae,3.dicot,introduced,,,
Solanum chenopodioides,Solanaceae,3.dicot,introduced,1,,1
Solanum linnaeanum,Solanaceae,3.dicot,introduced,1,1,
Solanum lycopersicum,Solanaceae,3.dicot,introduced,,1,
Solanum mauritianum,Solanaceae,3.dicot,introduced,,1,
Solanum nigrum,Solanaceae,3.dicot,native,,,
Solanum prinophyllum,Solanaceae,3.dicot,native,,1,
Solanum pseudocapsicum,Solanaceae,3.dicot,introduced,,,
Solanum pungetium,Solanaceae,3.dicot,native,1,,1
Solanum sisymbriifolium,Solanaceae,3.dicot,introduced,,1,
Solanum stelligerum,Solanaceae,3.dicot,native,1,1,1
Solanum vescum,Solanaceae,3.dicot,native,1,1,1
Stylidium graminifolium,Stylidiaceae,3.dicot,native,1,1,1
Stylidium laricifolium,Stylidiaceae,3.dicot,native,1,1,1
Stylidium lineare,Stylidiaceae,3.dicot,native,1,1,1
Stylidium productum,Stylidiaceae,3.dicot,native,1,1,1
Symplocos stawellii,Symplocaceae,3.dicot,native,1,,1
Symplocos thwaitesii,Symplocaceae,3.dicot,native,1,,1
Pimelea ligustrina,Thymelaeaceae,3.dicot,native,1,1,1
Pimelea linifolia,Thymelaeaceae,3.dicot,native,1,1,1
Tropaeolum majus,Tropaeolaceae,3.dicot,introduced,1,,1
Dendrocnide excelsa,Urticaceae,3.dicot,native,1,,1
Parietaria judaica,Urticaceae,3.dicot,introduced,,1,
Urtica incisa,Urticaceae,3.dicot,native,1,,1
Lantana camara,Verbenaceae,3.dicot,introduced,,1,
Lantana montevidensis,Verbenaceae,3.dicot,introduced,,1,
Verbena bonariensis,Verbenaceae,3.dicot,introduced,1,1,
Verbena brasiliensis,Verbenaceae,3.dicot,introduced,,,
Verbena incompta,Verbenaceae,3.dicot,introduced,1,,
Verbena litoralis,Verbenaceae,3.dicot,introduced,1,,
Sambucus australasica,Viburnaceae,3.dicot,native,1,,1
Melicytus dentatus,Violaceae,3.dicot,native,1,,1
Pigea monopetala,Violaceae,3.dicot,native,1,1,1
Pigea vernonii,Violaceae,3.dicot,native,1,1,1
Viola banksii,Violaceae,3.dicot,native,1,1,
Viola betonicifolia,Violaceae,3.dicot,native,,1,
Viola hederacea,Violaceae,3.dicot,native,1,1,1
Viola sieberiana,Violaceae,3.dicot,native,1,1,1
Viola silicestris,Violaceae,3.dicot,native,1,1,
Apocissus antarctica,Vitaceae,3.dicot,native,1,1,1
Apocissus hypoglauca,Vitaceae,3.dicot,native,1,1,1
Apocissus sterculiifolia,Vitaceae,3.dicot,native,,,
Causonis clematidea,Vitaceae,3.dicot,native,1,1,1
Tasmannia insipida,Winteraceae,3.dicot,native,1,,1
Hedychium gardnerianum,Zingiberaceae,3.dicot,introduced,1,,
Anthelepis paludosa,Cyperaceae,4.monocot-graminoid,native,1,,1
Carex appressa,Cyperaceae,4.monocot-graminoid,native,1,,1
Carex breviculmis,Cyperaceae,4.monocot-graminoid,native,1,,1
Carex brunnea,Cyperaceae,4.monocot-graminoid,native,1,,1
Carex declinata,Cyperaceae,4.monocot-graminoid,native,1,,1
Carex fascicularis,Cyperaceae,4.monocot-graminoid,native,,,
Carex inversa,Cyperaceae,4.monocot-graminoid,native,,,
Carex pumila,Cyperaceae,4.monocot-graminoid,native,1,,1
Caustis flexuosa,Cyperaceae,4.monocot-graminoid,native,1,1,1
Caustis pentandra,Cyperaceae,4.monocot-graminoid,native,1,1,1
Caustis recurvata,Cyperaceae,4.monocot-graminoid,native,1,1,1
Chorizandra cymbaria,Cyperaceae,4.monocot-graminoid,native,1,,1
Chorizandra sphaerocephala,Cyperaceae,4.monocot-graminoid,native,1,,1
Cladium procerum,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyathochaeta diandra,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus brevifolius,Cyperaceae,4.monocot-graminoid,introduced,1,,1
Cyperus cyperoides,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus enervis,Cyperaceae,4.monocot-graminoid,native,1,,
Cyperus eragrostis,Cyperaceae,4.monocot-graminoid,introduced,,1,
Cyperus gracilis,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus imbecillis,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus laevigatus,Cyperaceae,4.monocot-graminoid,native,,,
Cyperus laevis,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus mirus,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus polystachyos,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus reflexus,Cyperaceae,4.monocot-graminoid,introduced,1,,
Cyperus sanguinolentus,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus sesquiflorus,Cyperaceae,4.monocot-graminoid,introduced,1,1,1
Cyperus sphaeroideus,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus tetraphyllus,Cyperaceae,4.monocot-graminoid,native,1,,1
Cyperus trinervis,Cyperaceae,4.monocot-graminoid,native,1,,1
Eleocharis gracilis,Cyperaceae,4.monocot-graminoid,native,1,,1
Eleocharis minuta,Cyperaceae,4.monocot-graminoid,introduced,1,,1
Eleocharis sphacelata,Cyperaceae,4.monocot-graminoid,native,1,,1
Ficinia nodosa,Cyperaceae,4.monocot-graminoid,native,1,1,1
Fimbristylis dichotoma,Cyperaceae,4.monocot-graminoid,native,1,,1
Fimbristylis ferruginea,Cyperaceae,4.monocot-graminoid,native,1,,1
Gahnia aspera,Cyperaceae,4.monocot-graminoid,native,1,1,1
Gahnia clarkei,Cyperaceae,4.monocot-graminoid,native,1,,1
Gahnia erythrocarpa,Cyperaceae,4.monocot-graminoid,native,1,,1
Gahnia melanocarpa,Cyperaceae,4.monocot-graminoid,native,1,,1
Gahnia microstachya,Cyperaceae,4.monocot-graminoid,native,1,,1
Gahnia radula,Cyperaceae,4.monocot-graminoid,native,1,,1
Gahnia sieberiana,Cyperaceae,4.monocot-graminoid,native,1,,1
Gahnia subaequiglumis,Cyperaceae,4.monocot-graminoid,native,1,,1
Gymnoschoenus sphaerocephalus,Cyperaceae,4.monocot-graminoid,native,1,,1
Isolepis cernua,Cyperaceae,4.monocot-graminoid,native,1,,1
Isolepis fluitans,Cyperaceae,4.monocot-graminoid,native,1,,1
Isolepis inundata,Cyperaceae,4.monocot-graminoid,native,1,,1
Isolepis levynsiana,Cyperaceae,4.monocot-graminoid,introduced,1,,1
Isolepis prolifera,Cyperaceae,4.monocot-graminoid,introduced,1,,1
Lepidosperma concavum,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma filiforme,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma flexuosum,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma forsythii,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma gunnii,Cyperaceae,4.monocot-graminoid,native,1,,
Lepidosperma latens,Cyperaceae,4.monocot-graminoid,native,1,,
Lepidosperma laterale,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma limicola,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma longitudinale,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma neesii,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma prospectum,Cyperaceae,4.monocot-graminoid,native,1,,
Lepidosperma quadrangulatum,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma sieberi,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma urophorum,Cyperaceae,4.monocot-graminoid,native,1,,1
Lepidosperma viscidum,Cyperaceae,4.monocot-graminoid,native,1,,1
Machaerina acuta,Cyperaceae,4.monocot-graminoid,native,1,,1
Machaerina arthrophylla ,Cyperaceae,4.monocot-graminoid,native,1,,1
Machaerina articulata,Cyperaceae,4.monocot-graminoid,native,1,,1
Machaerina gunnii,Cyperaceae,4.monocot-graminoid,native,1,,1
Machaerina juncea,Cyperaceae,4.monocot-graminoid,native,1,,1
Machaerina nuda ,Cyperaceae,4.monocot-graminoid,native,1,,1
Machaerina rubiginosa,Cyperaceae,4.monocot-graminoid,native,1,,1
Machaerina teretifolia,Cyperaceae,4.monocot-graminoid,native,1,,1
Netrostylis capillaris,Cyperaceae,4.monocot-graminoid,native,1,,1
Ptilothrix deusta,Cyperaceae,4.monocot-graminoid,native,1,1,1
Rhynchospora brownii,Cyperaceae,4.monocot-graminoid,native,1,,1
Schoenoplectiella mucronata,Cyperaceae,4.monocot-graminoid,native,1,,1
Schoenus apogon,Cyperaceae,4.monocot-graminoid,native,1,1,1
Schoenus brevifolius,Cyperaceae,4.monocot-graminoid,native,1,1,1
Schoenus ericetorum,Cyperaceae,4.monocot-graminoid,native,1,,1
Schoenus imberbis,Cyperaceae,4.monocot-graminoid,native,,,
Schoenus lepidosperma,Cyperaceae,4.monocot-graminoid,native,1,,1
Schoenus maschalinus,Cyperaceae,4.monocot-graminoid,native,1,,1
Schoenus melanostachys,Cyperaceae,4.monocot-graminoid,native,1,1,1
Schoenus moorei,Cyperaceae,4.monocot-graminoid,native,1,,1
Schoenus nitens,Cyperaceae,4.monocot-graminoid,native,1,,1
Schoenus turbinatus,Cyperaceae,4.monocot-graminoid,native,1,,1
Schoenus villosus,Cyperaceae,4.monocot-graminoid,native,1,,1
Scleria mackaviensis,Cyperaceae,4.monocot-graminoid,native,1,,
Tricostularia pauciflora,Cyperaceae,4.monocot-graminoid,native,1,,1
Juncus acuminatus,Juncaceae,4.monocot-graminoid,introduced,1,,1
Juncus articulatus,Juncaceae,4.monocot-graminoid,introduced,,,
Juncus bufonius,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus bulbosus,Juncaceae,4.monocot-graminoid,introduced,1,,1
Juncus caespiticius,Juncaceae,4.monocot-graminoid,native,1,,
Juncus capillaceus,Juncaceae,4.monocot-graminoid,introduced,1,,1
Juncus cognatus,Juncaceae,4.monocot-graminoid,introduced,1,,1
Juncus continuus,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus effusus,Juncaceae,4.monocot-graminoid,introduced,1,,1
Juncus flavidus,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus homalocaulis,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus imbricatus,Juncaceae,4.monocot-graminoid,introduced,1,,
Juncus kraussii ,Juncaceae,4.monocot-graminoid,native,,,
Juncus microcephalus,Juncaceae,4.monocot-graminoid,introduced,1,,1
Juncus pallidus,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus pauciflorus,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus planifolius,Juncaceae,4.monocot-graminoid,native,1,1,1
Juncus prismatocarpus,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus remotiflorus,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus subsecundus,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus tenuis,Juncaceae,4.monocot-graminoid,introduced,1,,1
Juncus usitatus,Juncaceae,4.monocot-graminoid,native,1,,1
Juncus vaginatus,Juncaceae,4.monocot-graminoid,native,1,,1
Luzula flaccida,Juncaceae,4.monocot-graminoid,native,1,,1
Cycnogeton procerum,Juncaginaceae,4.monocot-graminoid,native,1,1,1
Cycnogeton rheophilum,Juncaginaceae,4.monocot-graminoid,native,1,,1
Triglochin striata,Juncaginaceae,4.monocot-graminoid,native,1,,1
Aira caryophyllea,Poaceae,4.monocot-graminoid,introduced,,,
Aira praecox,Poaceae,4.monocot-graminoid,introduced,,,
Amphipogon strictus,Poaceae,4.monocot-graminoid,native,1,,1
Andropogon virginicus,Poaceae,4.monocot-graminoid,introduced,,1,
Anisopogon avenaceus,Poaceae,4.monocot-graminoid,native,1,1,1
Anthosachne scabra,Poaceae,4.monocot-graminoid,native,,,
Anthoxanthum odoratum,Poaceae,4.monocot-graminoid,introduced,,,
Aristida ramosa ,Poaceae,4.monocot-graminoid,native,,,
Aristida vagans,Poaceae,4.monocot-graminoid,native,1,,1
Aristida warburgii,Poaceae,4.monocot-graminoid,native,,,
Arundo donax,Poaceae,4.monocot-graminoid,introduced,,,
Austrostipa mollis,Poaceae,4.monocot-graminoid,native,1,,
Austrostipa pubescens,Poaceae,4.monocot-graminoid,native,1,,1
Austrostipa rudis,Poaceae,4.monocot-graminoid,native,1,,
Axonopus fissifolius,Poaceae,4.monocot-graminoid,introduced,1,,1
Bothriochloa decipiens,Poaceae,4.monocot-graminoid,native,1,,1
Briza maxima,Poaceae,4.monocot-graminoid,introduced,,1,
Briza minor,Poaceae,4.monocot-graminoid,introduced,,,
Bromus catharticus,Poaceae,4.monocot-graminoid,introduced,,,
Bromus diandrus,Poaceae,4.monocot-graminoid,introduced,,,
Bromus molliformis,Poaceae,4.monocot-graminoid,introduced,,,
Calamagrostis angustifolia,Poaceae,4.monocot-graminoid,native,1,,
Calamagrostis decipiens,Poaceae,4.monocot-graminoid,native,,,
Calamagrostis quadriseta,Poaceae,4.monocot-graminoid,native,1,,1
Cenchrus alopecuroides,Poaceae,4.monocot-graminoid,introduced,1,,1
Cenchrus caliculatus,Poaceae,4.monocot-graminoid,native,1,,1
Cenchrus clandestinus,Poaceae,4.monocot-graminoid,introduced,1,,1
Cenchrus macrourus,Poaceae,4.monocot-graminoid,introduced,,,
Chascolytrum subaristatum,Poaceae,4.monocot-graminoid,introduced,,,
Chloris gayana,Poaceae,4.monocot-graminoid,introduced,,,
Cortaderia selloana,Poaceae,4.monocot-graminoid,introduced,,1,
Cymbopogon refractus,Poaceae,4.monocot-graminoid,native,,,
Cynodon dactylon,Poaceae,4.monocot-graminoid,introduced,1,,1
Dichelachne crinita,Poaceae,4.monocot-graminoid,native,1,,1
Dichelachne micrantha,Poaceae,4.monocot-graminoid,native,,,
Dichelachne rara,Poaceae,4.monocot-graminoid,native,,,
Digitaria ciliaris,Poaceae,4.monocot-graminoid,introduced,1,,1
Digitaria didactyla,Poaceae,4.monocot-graminoid,introduced,1,,1
Digitaria ischaemum,Poaceae,4.monocot-graminoid,introduced,1,,1
Digitaria parviflora,Poaceae,4.monocot-graminoid,native,1,,1
Digitaria sanguinalis,Poaceae,4.monocot-graminoid,native,,,
Echinochloa crus-galli,Poaceae,4.monocot-graminoid,introduced,1,,1
Echinopogon caespitosus,Poaceae,4.monocot-graminoid,native,1,,1
Echinopogon ovatus,Poaceae,4.monocot-graminoid,native,,1,
Ehrharta erecta,Poaceae,4.monocot-graminoid,introduced,,,
Eleusine indica,Poaceae,4.monocot-graminoid,introduced,,,
Entolasia marginata,Poaceae,4.monocot-graminoid,native,1,,1
Entolasia stricta,Poaceae,4.monocot-graminoid,native,1,1,1
Entolasia whiteana,Poaceae,4.monocot-graminoid,native,1,,1
Eragrostis benthamii,Poaceae,4.monocot-graminoid,native,,,
Eragrostis brownii,Poaceae,4.monocot-graminoid,native,1,,1
Eragrostis cilianensis,Poaceae,4.monocot-graminoid,introduced,1,,1
Eragrostis curvula,Poaceae,4.monocot-graminoid,introduced,,1,
Eragrostis tenuifolia,Poaceae,4.monocot-graminoid,introduced,1,,1
Eragrostis trachycarpa,Poaceae,4.monocot-graminoid,native,1,,1
Eriachne glabrata,Poaceae,4.monocot-graminoid,native,1,,1
Festuca fasciculata,Poaceae,4.monocot-graminoid,introduced,1,,
Hemarthria uncinata,Poaceae,4.monocot-graminoid,native,1,,1
Holcus lanatus,Poaceae,4.monocot-graminoid,introduced,,1,
Imperata cylindrica,Poaceae,4.monocot-graminoid,native,1,1,1
Isachne globosa,Poaceae,4.monocot-graminoid,native,,,
Lachnagrostis billardierei ,Poaceae,4.monocot-graminoid,native,,,
Lachnagrostis filiformis,Poaceae,4.monocot-graminoid,native,1,,1
Lagurus ovatus,Poaceae,4.monocot-graminoid,introduced,1,,
Lolium arundinaceum,Poaceae,4.monocot-graminoid,introduced,1,,1
Melinis repens,Poaceae,4.monocot-graminoid,introduced,,,
Microlaena stipoides,Poaceae,4.monocot-graminoid,native,1,1,1
Oplismenus hirtellus,Poaceae,4.monocot-graminoid,native,1,1,1
Panicum simile,Poaceae,4.monocot-graminoid,native,1,,1
Parapholis incurva,Poaceae,4.monocot-graminoid,introduced,,,
Paspalum dilatatum,Poaceae,4.monocot-graminoid,introduced,,1,
Paspalum distichum,Poaceae,4.monocot-graminoid,native,,,
Paspalum orbiculare,Poaceae,4.monocot-graminoid,native,,,
Paspalum urvillei,Poaceae,4.monocot-graminoid,introduced,,,
Phragmites australis,Poaceae,4.monocot-graminoid,native,,1,
Plinthanthesis paradoxa,Poaceae,4.monocot-graminoid,native,1,,1
Poa affinis,Poaceae,4.monocot-graminoid,native,1,,1
Poa annua,Poaceae,4.monocot-graminoid,introduced,,,
Poa billardierei,Poaceae,4.monocot-graminoid,native,1,,
Poa labillardierei,Poaceae,4.monocot-graminoid,native,1,,1
Poa poiformis,Poaceae,4.monocot-graminoid,native,1,,1
Poa tenera,Poaceae,4.monocot-graminoid,native,1,,1
Polypogon monspeliensis,Poaceae,4.monocot-graminoid,introduced,1,,1
Pseudoraphis paradoxa,Poaceae,4.monocot-graminoid,native,1,,1
Rytidosperma longifolium,Poaceae,4.monocot-graminoid,native,1,,
Rytidosperma pallidum,Poaceae,4.monocot-graminoid,native,1,,1
Rytidosperma racemosum,Poaceae,4.monocot-graminoid,native,1,,1
Rytidosperma tenuius,Poaceae,4.monocot-graminoid,native,1,,
Sacciolepis indica,Poaceae,4.monocot-graminoid,native,1,,1
Setaria distans,Poaceae,4.monocot-graminoid,native,1,,1
Setaria parviflora,Poaceae,4.monocot-graminoid,introduced,1,1,1
Spinifex sericeus,Poaceae,4.monocot-graminoid,native,1,,1
Sporobolus africanus,Poaceae,4.monocot-graminoid,introduced,1,,1
Sporobolus creber,Poaceae,4.monocot-graminoid,native,1,,1
Sporobolus virginicus,Poaceae,4.monocot-graminoid,native,1,1,1
Stenotaphrum secundatum,Poaceae,4.monocot-graminoid,introduced,1,1,
Stolonochloa pygmaea,Poaceae,4.monocot-graminoid,native,1,,1
Tetrarrhena turfosa,Poaceae,4.monocot-graminoid,native,,,
Themeda triandra,Poaceae,4.monocot-graminoid,native,1,1,1
Zoysia macrantha,Poaceae,4.monocot-graminoid,native,,,
Posidonia australis,Posidoniaceae,4.monocot-graminoid,native,1,,1
Potamogeton ochreatus,Potamogetonaceae,4.monocot-graminoid,native,1,,1
Baloskion gracile,Restionaceae,4.monocot-graminoid,native,1,,1
Baloskion tetraphyllum,Restionaceae,4.monocot-graminoid,native,1,,1
Centrolepis fascicularis,Restionaceae,4.monocot-graminoid,native,1,,1
Centrolepis strigosa,Restionaceae,4.monocot-graminoid,native,1,,
Chordifex dimorphus,Restionaceae,4.monocot-graminoid,native,1,,1
Chordifex fastigiatus,Restionaceae,4.monocot-graminoid,native,1,,1
Empodisma minus,Restionaceae,4.monocot-graminoid,native,1,1,1
Eurychorda complanata,Restionaceae,4.monocot-graminoid,native,1,,1
Hypolaena fastigiata,Restionaceae,4.monocot-graminoid,native,1,,1
Leptocarpus tenax,Restionaceae,4.monocot-graminoid,native,1,1,1
Lepyrodia anarthria,Restionaceae,4.monocot-graminoid,native,1,,1
Lepyrodia muelleri,Restionaceae,4.monocot-graminoid,native,1,,1
Lepyrodia scariosa,Restionaceae,4.monocot-graminoid,native,1,1,1
Lepyrodia verruculosa,Restionaceae,4.monocot-graminoid,native,1,,1
Sporadanthus gracilis,Restionaceae,4.monocot-graminoid,native,1,,1
Zostera capricorni,Zosteraceae,4.monocot-graminoid,native,1,,1
Hydrocleys nymphoides,Alismataceae,5.monocot-showy,introduced,1,1,
Sagittaria platyphylla,Alismataceae,5.monocot-showy,introduced,,1,
Alstroemeria psittacina,Alstroemeriaceae,5.monocot-showy,introduced,,1,
Agapanthus praecox,Amaryllidaceae,5.monocot-showy,introduced,,1,
Crinum pedunculatum,Amaryllidaceae,5.monocot-showy,native,,,
Leucojum aestivum,Amaryllidaceae,5.monocot-showy,introduced,,1,
Nothoscordum gracile,Amaryllidaceae,5.monocot-showy,introduced,,1,
Sprekelia formosissima,Amaryllidaceae,5.monocot-showy,introduced,,1,
Alocasia brisbanensis,Araceae,5.monocot-showy,native,,1,
Arum italicum,Araceae,5.monocot-showy,introduced,,1,
Gymnostachys anceps,Araceae,5.monocot-showy,native,1,1,1
Typhonium eliosurum,Araceae,5.monocot-showy,native,1,,1
Zantedeschia aethiopica,Araceae,5.monocot-showy,introduced,1,1,1
Archontophoenix cunninghamiana,Arecaceae,5.monocot-showy,native,,,
Livistona australis,Arecaceae,5.monocot-showy,native,1,1,1
Asparagus aethiopicus,Asparagaceae,5.monocot-showy,introduced,1,1,1
Asparagus asparagoides,Asparagaceae,5.monocot-showy,introduced,,1,
Asparagus setaceus,Asparagaceae,5.monocot-showy,introduced,1,,1
Chlorophytum comosum,Asparagaceae,5.monocot-showy,introduced,,1,
Eustrephus latifolius,Asparagaceae,5.monocot-showy,native,1,1,1
Laxmannia gracilis,Asparagaceae,5.monocot-showy,native,1,,1
Lomandra brevis,Asparagaceae,5.monocot-showy,native,1,,1
Lomandra cylindrica,Asparagaceae,5.monocot-showy,native,1,1,1
Lomandra filiformis,Asparagaceae,5.monocot-showy,native,1,1,1
Lomandra fluviatilis,Asparagaceae,5.monocot-showy,native,1,,1
Lomandra glauca,Asparagaceae,5.monocot-showy,native,1,1,1
Lomandra gracilis,Asparagaceae,5.monocot-showy,native,1,,1
Lomandra longifolia,Asparagaceae,5.monocot-showy,native,1,1,1
Lomandra micrantha,Asparagaceae,5.monocot-showy,native,1,,1
Lomandra multiflora,Asparagaceae,5.monocot-showy,native,1,1,1
Lomandra obliqua,Asparagaceae,5.monocot-showy,native,1,1,1
Sowerbaea juncea,Asparagaceae,5.monocot-showy,native,1,1,1
Thysanotus juncifolius,Asparagaceae,5.monocot-showy,native,1,,1
Thysanotus tuberosus,Asparagaceae,5.monocot-showy,native,1,1,1
Thysanotus virgatus,Asparagaceae,5.monocot-showy,native,1,1,1
Caesia parviflora,Asphodelaceae,5.monocot-showy,native,1,1,1
Dianella caerulea,Asphodelaceae,5.monocot-showy,native,1,1,1
Dianella congesta,Asphodelaceae,5.monocot-showy,native,,1,
Dianella revoluta,Asphodelaceae,5.monocot-showy,native,1,1,1
Geitonoplesium cymosum,Asphodelaceae,5.monocot-showy,native,1,1,1
Kniphofia uvaria,Asphodelaceae,5.monocot-showy,introduced,,1,
Thelionema umbellatum,Asphodelaceae,5.monocot-showy,native,1,1,1
Trachyandra divaricata,Asphodelaceae,5.monocot-showy,introduced,,1,
Tricoryne elatior,Asphodelaceae,5.monocot-showy,native,1,1,1
Tricoryne simplex,Asphodelaceae,5.monocot-showy,native,1,1,1
Xanthorrhoea arborea,Asphodelaceae,5.monocot-showy,native,1,1,1
Xanthorrhoea macronema,Asphodelaceae,5.monocot-showy,native,1,1,1
Xanthorrhoea media,Asphodelaceae,5.monocot-showy,native,1,1,1
Xanthorrhoea resinosa,Asphodelaceae,5.monocot-showy,native,1,1,1
Blandfordia nobilis,Blandfordiaceae,5.monocot-showy,native,1,1,1
Canna indica,Cannaceae,5.monocot-showy,introduced,,,
Burchardia umbellata,Colchicaceae,5.monocot-showy,native,1,1,
Schelhammera undulata,Colchicaceae,5.monocot-showy,native,1,1,1
Aneilema acuminatum,Commelinaceae,5.monocot-showy,native,,1,
Aneilema biflorum,Commelinaceae,5.monocot-showy,native,1,,1
Commelina cyanea,Commelinaceae,5.monocot-showy,native,,1,
Pollia crispata,Commelinaceae,5.monocot-showy,native,1,,1
Tradescantia fluminensis,Commelinaceae,5.monocot-showy,introduced,,1,
Doryanthes excelsa,Doryanthaceae,5.monocot-showy,native,1,1,1
Eriocaulon scariosum,Eriocaulaceae,5.monocot-showy,native,1,,1
Flagellaria indica,Flagellariaceae,5.monocot-showy,native,1,,1
Haemodorum corymbosum,Haemodoraceae,5.monocot-showy,native,1,1,1
Haemodorum planifolium,Haemodoraceae,5.monocot-showy,native,1,1,1
Egeria densa,Hydrocharitaceae,5.monocot-showy,introduced,1,,1
Halophila australis,Hydrocharitaceae,5.monocot-showy,native,,,
Halophila decipiens,Hydrocharitaceae,5.monocot-showy,native,1,,1
Halophila ovalis,Hydrocharitaceae,5.monocot-showy,native,1,,1
Vallisneria australis,Hydrocharitaceae,5.monocot-showy,native,1,1,1
Vallisneria nana,Hydrocharitaceae,5.monocot-showy,native,1,,1
